                     topology-zoo/Cesnet200511.gml   39       4.17
                     topology-zoo/Cesnet200603.gml   39       4.17
                               topology-zoo/Tw.gml   76       4.17
                      topology-zoo/Renater1999.gml   24       4.18
                             topology-zoo/Agis.gml   25       4.18
                              topology-zoo/Dfn.gml   58       4.18
                       topology-zoo/GtsHungary.gml   30       4.18
                          topology-zoo/Vinaren.gml   25       4.22
                          topology-zoo/WideJpn.gml   30       4.24
                          topology-zoo/Telcove.gml   73       4.24
                         topology-zoo/SwitchL3.gml   42       4.25
                           topology-zoo/Gambia.gml   28       4.26
                   topology-zoo/KentmanJan2011.gml   38       4.27
                         topology-zoo/Forthnet.gml   62       4.28
             topology-zoo/HostwayInternational.gml   16       4.28
                             topology-zoo/Abvt.gml   23       4.28
                            topology-zoo/Uunet.gml   49       4.29
                          topology-zoo/Integra.gml   27       4.30
                           topology-zoo/Oxford.gml   20       4.30
                         topology-zoo/Xspedius.gml   34       4.31
                           topology-zoo/Azrena.gml   22       4.31
                        topology-zoo/Geant2009.gml   34       4.32
                     topology-zoo/Arpanet19719.gml   18       4.32
                            topology-zoo/Istar.gml   23       4.35
                         topology-zoo/Jgn2Plus.gml   18       4.36
                        topology-zoo/Bellsouth.gml   51       4.37
                       topology-zoo/Belnet2009.gml   21       4.41
                       topology-zoo/Belnet2008.gml   21       4.41
                       topology-zoo/Belnet2007.gml   21       4.41
                       topology-zoo/Spiralight.gml   15       4.41
                            topology-zoo/Karen.gml   25       4.42
                       topology-zoo/Belnet2010.gml   22       4.42
                            topology-zoo/Grnet.gml   37       4.43
                            topology-zoo/Arnes.gml   34       4.44
                 topology-zoo/HiberniaNireland.gml   18       4.44
                            topology-zoo/Rhnet.gml   16       4.44
                        topology-zoo/Geant2010.gml   37       4.46
                        topology-zoo/Bbnplanet.gml   27       4.48
                           topology-zoo/Aarnet.gml   19       4.50
                       topology-zoo/Garr200908.gml   54       4.52
                       topology-zoo/Garr200902.gml   54       4.52
                        topology-zoo/Geant2012.gml   40       4.53
                       topology-zoo/Garr201008.gml   55       4.54
                       topology-zoo/Garr201005.gml   55       4.54
                       topology-zoo/Garr201007.gml   55       4.54
                       topology-zoo/Garr200909.gml   55       4.54
                       topology-zoo/Garr201001.gml   54       4.55
                       topology-zoo/Garr201004.gml   54       4.55
                       topology-zoo/Garr200912.gml   54       4.55
                       topology-zoo/Garr201003.gml   54       4.55
                       topology-zoo/Garr201101.gml   56       4.55
                       topology-zoo/Garr201010.gml   56       4.55
                       topology-zoo/Garr201012.gml   56       4.55
                       topology-zoo/Garr201109.gml   59       4.60
                       topology-zoo/Garr201110.gml   59       4.60
                        topology-zoo/Internode.gml   66       4.60
                       topology-zoo/Garr201104.gml   59       4.60
                             topology-zoo/Bics.gml   33       4.61
                       topology-zoo/Garr201111.gml   60       4.61
                       topology-zoo/Garr201102.gml   57       4.61
                             topology-zoo/Uran.gml   24       4.61
                       topology-zoo/Garr201107.gml   59       4.62
                       topology-zoo/Garr201108.gml   59       4.62
                       topology-zoo/Garr201105.gml   59       4.62
                       topology-zoo/Garr201112.gml   61       4.62
                       topology-zoo/Garr201201.gml   61       4.62
                       topology-zoo/Garr201103.gml   58       4.62
                   topology-zoo/Packetexchange.gml   21       4.64
                          topology-zoo/Evolink.gml   37       4.67
                       topology-zoo/HiberniaUk.gml   15       4.68
                          topology-zoo/Canerie.gml   32       4.74
                             topology-zoo/Cwix.gml   36       4.75
                          topology-zoo/AsnetAm.gml   65       4.78
                             topology-zoo/Cudi.gml   51       4.78
                           topology-zoo/Savvis.gml   19       4.84
                             topology-zoo/Bren.gml   37       4.85
                 topology-zoo/BeyondTheNetwork.gml   53       4.89
                   topology-zoo/BtLatinAmerica.gml   51       4.91
                      topology-zoo/Renater2010.gml   43       4.93
                            topology-zoo/Sinet.gml   74       4.93
                       topology-zoo/HiberniaUs.gml   22       4.95
                          topology-zoo/Nextgen.gml   17       4.96
                           topology-zoo/Latnet.gml   69       4.96
            topology-zoo/IowaStatewideFiberMap.gml   33       5.11
                            topology-zoo/Grena.gml   16       5.12
                            topology-zoo/Tinet.gml   53       5.25
                      topology-zoo/Uninett2011.gml   69       5.25
                           topology-zoo/Atmnet.gml   21       5.28
                        topology-zoo/PionierL3.gml   38       5.30
                            topology-zoo/Esnet.gml   68       5.32
                            topology-zoo/Funet.gml   26       5.35
                          topology-zoo/Surfnet.gml   50       5.36
                        topology-zoo/GtsPoland.gml   33       5.38
                 topology-zoo/GtsCzechRepublic.gml   32       5.42
                              topology-zoo/Rnp.gml   31       5.44
                            topology-zoo/Amres.gml   25       5.49
                            topology-zoo/Sunet.gml   26       5.52
                             topology-zoo/Pern.gml  127       5.55
                             topology-zoo/UniC.gml   25       5.56
                     topology-zoo/Arpanet19723.gml   25       5.58
                      topology-zoo/Uninett2010.gml   74       5.58
                     topology-zoo/Arpanet19728.gml   29       5.68
               topology-zoo/CrlNetworkServices.gml   33       5.70
                          topology-zoo/Shentel.gml   28       5.74
                           topology-zoo/Psinet.gml   24       5.74
                            topology-zoo/Digex.gml   31       5.76
                         topology-zoo/Palmetto.gml   45       5.77
